unsuitable	O	O
connexion	O	O
,	O	O
and	O	O
did	O	O
not	O	O
produce	O	O
much	O	O
happiness	O	O
.	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
ought	O	O
to	O	O
have	O	O
found	O	O
more	O	O
in	O	O
it	O	O
,	O	O
for	O	O
she	O	O
had	O	O
a	O	O
husband	O	O
whose	O	O
warm	O	O
heart	O	O
and	O	O
sweet	O	O
temper	O	O
made	O	O
him	O	O
think	O	O
every	O	O
thing	O	O
due	O	O
to	O	O
her	O	O
in	O	O
return	O	O
for	O	O
the	O	O
great	O	O
goodness	O	O
of	O	O
being	O	O
in	O	O
love	O	O
with	O	O
him	O	O
;	O	O
but	O	O
though	O	O
she	O	O
had	O	O
one	O	O
sort	O	O
of	O	O
spirit	O	O
,	O	O
she	O	O
had	O	O
not	O	O
the	O	O
best	O	O
.	O	O
She	O	O
had	O	O
resolution	O	O
enough	O	O
to	O	O
pursue	O	O
her	O	O
own	O	O
will	O	O
in	O	O
spite	O	O
of	O	O
her	O	O
brother	O	O
,	O	O
but	O	O
not	O	O
enough	O	O
to	O	O
refrain	O	O
from	O	O
unreasonable	O	O
regrets	O	O
at	O	O
that	O	O
brother	O	O
's	O	O
unreasonable	O	O
anger	O	O
,	O	O
nor	O	O
from	O	O
missing	O	O
the	O	O
luxuries	O	O
of	O	O
her	O	O
former	O	O
home	O	O
.	O	O
They	O	O
lived	O	O
beyond	O	O
their	O	O
income	O	O
,	O	O
but	O	O
still	O	O
it	O	O
was	O	O
nothing	O	O
in	O	O
comparison	O	O
of	O	O
Enscombe	O	O
:	O	O
she	O	O
did	O	O
not	O	O
cease	O	O
to	O	O
love	O	O
her	O	O
husband	O	O
,	O	O
but	O	O
she	O	O
wanted	O	O
at	O	O
once	O	O
to	O	O
be	O	O
the	O	O
wife	O	O
of	O	O
Captain	PERS	PERS
Weston	PERS	PERS
,	O	O
and	O	O
Miss	PERS	O
Churchill	PERS	O
of	O	O
Enscombe	O	O
.	O	O
Captain	PERS	O
Weston	PERS	PERS
,	O	O
who	O	O
had	O	O
been	O	O
considered	O	O
,	O	O
especially	O	O
by	O	O
the	O	O
Churchills	O	O
,	O	O
as	O	O
making	O	O
such	O	O
an	O	O
amazing	O	O
match	O	O
,	O	O
was	O	O
proved	O	O
to	O	O
have	O	O
much	O	O
the	O	O
worst	O	O
of	O	O
the	O	O
bargain	O	O
;	O	O
for	O	O
when	O	O
his	O	O
wife	O	O
died	O	O
,	O	O
after	O	O
a	O	O
three	O	O
years	O	O
'	O	O
marriage	O	O
,	O	O
he	O	O
was	O	O
rather	O	O
a	O	O
poorer	O	O
man	O	O
than	O	O
at	O	O
first	O	O
,	O	O
and	O	O
with	O	O
a	O	O
child	O	O
to	O	O
maintain	O	O
.	O	O
From	O	O
the	O	O
expense	O	O
of	O	O
the	O	O
child	O	O
,	O	O
however	O	O
,	O	O
he	O	O
was	O	O
soon	O	O
relieved	O	O
.	O	O
The	O	O
boy	O	O
had	O	O
,	O	O
with	O	O
the	O	O
additional	O	O
softening	O	O
claim	O	O
of	O	O
a	O	O
lingering	O	O
illness	O	O
of	O	O
his	O	O
mother	O	O
's	O	O
,	O	O
been	O	O
the	O	O
means	O	O
of	O	O
a	O	O
sort	O	O
of	O	O
reconciliation	O	O
;	O	O
and	O	O
Mr.	PERS	PERS
and	PERS	PERS
Mrs.	PERS	PERS
Churchill	PERS	PERS
,	O	O
having	O	O
no	O	O
children	O	O
of	O	O
their	O	O
own	O	O
,	O	O
nor	O	O
any	O	O
other	O	O
young	O	O
creature	O	O
of	O	O
equal	O	O
kindred	O	O
to	O	O
care	O	O
for	O	O
,	O	O
offered	O	O
to	O	O
take	O	O
the	O	O
whole	O	O
charge	O	O
of	O	O
the	O	O
little	O	O
Frank	O	O
soon	O	O
after	O	O
her	O	O
decease	O	O
.	O	O
Some	O	O
scruples	O	O
and	O	O
some	O	O
reluctance	O	O
the	O	O
widower-father	O	O
may	O	O
be	O	O
supposed	O	O
to	O	O
have	O	O
felt	O	O
;	O	O
but	O	O
as	O	O
they	O	O
were	O	O
overcome	O	O
by	O	O
other	O	O
considerations	O	O
,	O	O
the	O	O
child	O	O
was	O	O
given	O	O
up	O	O
to	O	O
the	O	O
care	O	O
and	O	O
the	O	O
wealth	O	O
of	O	O
the	O	O
Churchills	PERS	O
,	O	O
and	O	O
he	O	O
had	O	O
only	O	O
his	O	O
own	O	O
comfort	O	O
to	O	O
seek	O	O
,	O	O
and	O	O
his	O	O
own	O	O
situation	O	O
to	O	O
improve	O	O
as	O	O
he	O	O
could	O	O
.	O	O
A	O	O
complete	O	O
change	O	O
of	O	O
life	O	O
became	O	O
desirable	O	O
.	O	O
He	O	O
quitted	O	O
the	O	O
militia	O	O
and	O	O
engaged	O	O
in	O	O
trade	O	O
,	O	O
having	O	O
brothers	O	O
already	O	O
established	O	O
in	O	O
a	O	O
good	O	O
way	O	O
in	O	O
London	O	O
,	O	O
which	O	O
afforded	O	O
him	O	O
a	O	O
favourable	O	O
opening	O	O
.	O	O
It	O	O
was	O	O
a	O	O
concern	O	O
which	O	O
brought	O	O
just	O	O
employment	O	O
enough	O	O
.	O	O
He	O	O
had	O	O
still	O	O
a	O	O
small	O	O
house	O	O
in	O	O
Highbury	O	O
,	O	O
where	O	O
most	O	O
of	O	O
his	O	O
leisure	O	O
days	O	O
were	O	O
spent	O	O
;	O	O
and	O	O
between	O	O
useful	O	O
occupation	O	O
and	O	O
the	O	O
pleasures	O	O
of	O	O
society	O	O
,	O	O
the	O	O
next	O	O
eighteen	O	O
or	O	O
twenty	O	O
years	O	O
of	O	O
his	O	O
life	O	O
passed	O	O
cheerfully	O	O
away	O	O
.	O	O
He	O	O
had	O	O
,	O	O
by	O	O
that	O	O
time	O	O
,	O	O
realized	O	O
an	O	O
easy	O	O
competence	O	O
--	O	O
enough	O	O
to	O	O
secure	O	O
the	O	O
purchase	O	O
of	O	O
a	O	O
little	O	O
estate	O	O
adjoining	O	O
Highbury	O	O
,	O	O
which	O	O
he	O	O
had	O	O
always	O	O
longed	O	O
for	O	O
--	O	O
enough	O	O
to	O	O
marry	O	O
a	O	O
woman	O	O
as	O	O
portionless	O	O
even	O	O
as	O	O
Miss	PERS	PERS
Taylor	PERS	PERS
,	O	O
and	O	O
to	O	O
live	O	O
according	O	O
to	O	O
the	O	O
wishes	O	O
of	O	O
his	O	O
own	O	O
friendly	O	O
and	O	O
social	O	O
disposition	O	O
.	O	O
It	O	O
was	O	O
now	O	O
some	O	O
time	O	O
since	O	O
Miss	PERS	PERS
Taylor	PERS	PERS
had	O	O
begun	O	O
to	O	O
influence	O	O
his	O	O
schemes	O	O
;	O	O
but	O	O
as	O	O
it	O	O
was	O	O
not	O	O
the	O	O
tyrannic	O	O
influence	O	O
of	O	O
youth	O	O
on	O	O
youth	O	O
,	O	O
it	O	O
had	O	O
not	O	O
shaken	O	O
his	O	O
determination	O	O
of	O	O
never	O	O
settling	O	O
till	O	O
he	O	O
could	O	O
purchase	O	O
Randalls	O	O
,	O	O
and	O	O
the	O	O
sale	O	O
of	O	O
Randalls	O	O
was	O	O
long	O	O
looked	O	O
forward	O	O
to	O	O
;	O	O
but	O	O
he	O	O
had	O	O
gone	O	O
steadily	O	O
on	O	O
,	O	O
with	O	O
these	O	O
objects	O	O
in	O	O
view	O	O
,	O	O
till	O	O
they	O	O
were	O	O
accomplished	O	O
.	O	O
He	O	O
had	O	O
made	O	O
his	O	O
fortune	O	O
,	O	O
bought	O	O
his	O	O
house	O	O
,	O	O
and	O	O
obtained	O	O
his	O	O
wife	O	O
;	O	O
and	O	O
was	O	O
beginning	O	O
a	O	O
new	O	O
period	O	O
of	O	O
existence	O	O
,	O	O
with	O	O
every	O	O
probability	O	O
of	O	O
greater	O	O
happiness	O	O
than	O	O
in	O	O
any	O	O
yet	O	O
passed	O	O
through	O	O
.	O	O
He	O	O
had	O	O
never	O	O
been	O	O
an	O	O
unhappy	O	O
man	O	O
;	O	O
his	O	O
own	O	O
temper	O	O
had	O	O
secured	O	O
him	O	O
from	O	O
that	O	O
,	O	O
even	O	O
in	O	O
his	O	O
first	O	O
marriage	O	O
;	O	O
but	O	O
his	O	O
second	O	O
must	O	O
shew	O	O
him	O	O
how	O	O
delightful	O	O
a	O	O
well-judging	O	O
and	O	O
truly	O	O
amiable	O	O
woman	O	O
could	O	O
be	O	O
,	O	O
and	O	O
must	O	O
give	O	O
him	O	O
the	O	O
pleasantest	O	O
proof	O	O
of	O	O
its	O	O
being	O	O
a	O	O
great	O	O
deal	O	O
better	O	O
to	O	O
choose	O	O
than	O	O
to	O	O
be	O	O
chosen	O	O
,	O	O
to	O	O
excite	O	O
gratitude	O	O
than	O	O
to	O	O
feel	O	O
it	O	O
.	O	O
He	O	O
had	O	O
only	O	O
himself	O	O
to	O	O
please	O	O
in	O	O
his	O	O
choice	O	O
:	O	O
his	O	O
fortune	O	O
was	O	O
his	O	O
own	O	O
;	O	O
for	O	O
as	O	O
to	O	O
Frank	PERS	O
,	O	O
it	O	O
was	O	O
more	O	O
than	O	O
being	O	O
tacitly	O	O
brought	O	O
up	O	O
as	O	O
his	O	O
uncle	O	O
's	O	O
heir	O	O
,	O	O
it	O	O
had	O	O
become	O	O
so	O	O
avowed	O	O
an	O	O
adoption	O	O
as	O	O
to	O	O
have	O	O
him	O	O
assume	O	O
the	O	O
name	O	O
of	O	O
Churchill	PERS	O
on	O	O
coming	O	O
of	O	O
age	O	O
.	O	O
It	O	O
was	O	O
most	O	O
unlikely	O	O
,	O	O
therefore	O	O
,	O	O
that	O	O
he	O	O
should	O	O
ever	O	O
want	O	O
his	O	O
father	O	O
's	O	O
assistance	O	O
.	O	O
His	O	O
father	O	O
had	O	O
no	O	O
apprehension	O	O
of	O	O
it	O	O
.	O	O
The	O	O
aunt	O	O
was	O	O
a	O	O
capricious	O	O
woman	O	O
,	O	O
and	O	O
governed	O	O
her	O	O
husband	O	O
entirely	O	O
;	O	O
but	O	O
it	O	O
was	O	O
not	O	O
in	O	O
Mr.	PERS	PERS
Weston	PERS	PERS
's	O	O
nature	O	O
to	O	O
imagine	O	O
that	O	O
any	O	O
caprice	O	O
could	O	O
be	O	O
strong	O	O
enough	O	O
to	O	O
affect	O	O
one	O	O
so	O	O
dear	O	O
,	O	O
and	O	O
,	O	O
as	O	O
he	O	O
believed	O	O
,	O	O
so	O	O
deservedly	O	O
dear	O	O
.	O	O
He	O	O
saw	O	O
his	O	O
son	O	O
every	O	O
year	O	O
in	O	O
London	O	O
,	O	O
and	O	O
was	O	O
proud	O	O
of	O	O
him	O	O
;	O	O
and	O	O
his	O	O
fond	O	O
report	O	O
of	O	O
him	O	O
as	O	O
a	O	O
very	O	O
fine	O	O
young	O	O
man	O	O
had	O	O
made	O	O
Highbury	O	O
feel	O	O
a	O	O
sort	O	O
of	O	O
pride	O	O
in	O	O
him	O	O
too	O	O
.	O	O
He	O	O
was	O	O
looked	O	O
on	O	O
as	O	O
sufficiently	O	O
belonging	O	O
to	O	O
the	O	O
place	O	O
to	O	O
make	O	O
his	O	O
merits	O	O
and	O	O
prospects	O	O
a	O	O
kind	O	O
of	O	O
common	O	O
concern	O	O
.	O	O
Mr.	PERS	PERS
Frank	PERS	PERS
Churchill	PERS	O
was	O	O
one	O	O
of	O	O
the	O	O
boasts	O	O
of	O	O
Highbury	O	O
,	O	O
and	O	O
a	O	O
lively	O	O
curiosity	O	O
to	O	O
see	O	O
him	O	O
prevailed	O	O
,	O	O
though	O	O
the	O	O
compliment	O	O
was	O	O
so	O	O
little	O	O
returned	O	O
that	O	O
he	O	O
had	O	O
never	O	O
been	O	O
there	O	O
in	O	O
his	O	O
life	O	O
.	O	O
His	O	O
coming	O	O
to	O	O
visit	O	O
his	O	O
father	O	O
had	O	O
been	O	O
often	O	O
talked	O	O
of	O	O
but	O	O
never	O	O
achieved	O	O
.	O	O
Now	O	O
,	O	O
upon	O	O
his	O	O
father	O	O
's	O	O
marriage	O	O
,	O	O
it	O	O
was	O	O
very	O	O
generally	O	O
proposed	O	O
,	O	O
as	O	O
a	O	O
most	O	O
proper	O	O
attention	O	O
,	O	O
that	O	O
the	O	O
visit	O	O
should	O	O
take	O	O
place	O	O
.	O	O
There	O	O
was	O	O
not	O	O
a	O	O
dissentient	O	O
voice	O	O
on	O	O
the	O	O
subject	O	O
,	O	O
either	O	O
when	O	O
Mrs.	PERS	O
Perry	PERS	O
drank	O	O
tea	O	O
with	O	O
Mrs.	PERS	O
and	PERS	O
Miss	PERS	PERS
Bates	PERS	PERS
,	O	O
or	O	O
when	O	O
Mrs.	PERS	O
and	PERS	O
Miss	PERS	PERS
Bates	PERS	PERS
returned	O	O
the	O	O
visit	O	O
.	O	O
Now	O	O
was	O	O
the	O	O
time	O	O
for	O	O
Mr.	PERS	PERS
Frank	PERS	PERS
Churchill	PERS	O
to	O	O
come	O	O
among	O	O
them	O	O
;	O	O
and	O	O
the	O	O
hope	O	O
strengthened	O	O
when	O	O
it	O	O
was	O	O
understood	O	O
that	O	O
he	O	O
had	O	O
written	O	O
to	O	O
his	O	O
new	O	O
mother	O	O
on	O	O
the	O	O
occasion	O	O
.	O	O
For	O	O
a	O	O
few	O	O
days	O	O
,	O	O
every	O	O
morning	O	O
visit	O	O
in	O	O
Highbury	O	O
included	O	O
some	O	O
mention	O	O
of	O	O
the	O	O
handsome	O	O
letter	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
had	O	O
received	O	O
.	O	O
``	O	O
I	O	O
suppose	O	O
you	O	O
have	O	O
heard	O	O
of	O	O
the	O	O
handsome	O	O
letter	O	O
Mr.	PERS	PERS
Frank	PERS	PERS
Churchill	PERS	O
has	O	O
written	O	O
to	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
?	O	O
I	O	O
understand	O	O
it	O	O
was	O	O
a	O	O
very	O	O
handsome	O	O
letter	O	O
,	O	O
indeed	O	O
.	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
told	O	O
me	O	O
of	O	O
it	O	O
.	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
saw	O	O
the	O	O
letter	O	O
,	O	O
and	O	O
he	O	O
says	O	O
he	O	O
never	O	O
saw	O	O
such	O	O
a	O	O
handsome	O	O
letter	O	O
in	O	O
his	O	O
life	O	O
.	O	O
''	O	O
It	O	O
was	O	O
,	O	O
indeed	O	O
,	O	O
a	O	O
highly	O	O
prized	O	O
letter	O	O
.	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
had	O	O
,	O	O
of	O	O
course	O	O
,	O	O
formed	O	O
a	O	O
very	O	O
favourable	O	O
idea	O	O
of	O	O
the	O	O
young	O	O
man	O	O
;	O	O
and	O	O
such	O	O
a	O	O
pleasing	O	O
attention	O	O
was	O	O
an	O	O
irresistible	O	O
proof	O	O
of	O	O
his	O	O
great	O	O
good	O	O
sense	O	O
,	O	O
and	O	O
a	O	O
most	O	O
welcome	O	O
addition	O	O
to	O	O
every	O	O
source	O	O
and	O	O
every	O	O
expression	O	O
of	O	O
congratulation	O	O
which	O	O
her	O	O
marriage	O	O
had	O	O
already	O	O
secured	O	O
.	O	O
She	O	O
felt	O	O
herself	O	O
a	O	O
most	O	O
fortunate	O	O
woman	O	O
;	O	O
and	O	O
she	O	O
had	O	O
lived	O	O
long	O	O
enough	O	O
to	O	O
know	O	O
how	O	O
fortunate	O	O
she	O	O
might	O	O
well	O	O
be	O	O
thought	O	O
,	O	O
where	O	O
the	O	O
only	O	O
regret	O	O
was	O	O
for	O	O
a	O	O
partial	O	O
separation	O	O
from	O	O
friends	O	O
whose	O	O
friendship	O	O
for	O	O
her	O	O
had	O	O
never	O	O
cooled	O	O
,	O	O
and	O	O
who	O	O
could	O	O
ill	O	O
bear	O	O
to	O	O
part	O	O
with	O	O
her	O	O
.	O	O
She	O	O
knew	O	O
that	O	O
at	O	O
times	O	O
she	O	O
must	O	O
be	O	O
missed	O	O
;	O	O
and	O	O
could	O	O
not	O	O
think	O	O
,	O	O
without	O	O
pain	O	O
,	O	O
of	O	O
Emma	PERS	PERS
's	O	O
losing	O	O
a	O	O
single	O	O
pleasure	O	O
,	O	O
or	O	O
suffering	O	O
an	O	O
hour	O	O
's	O	O
ennui	O	O
,	O	O
from	O	O
the	O	O
want	O	O
of	O	O
her	O	O
companionableness	O	O
:	O	O
but	O	O
dear	O	O
Emma	PERS	PERS
was	O	O
of	O	O
no	O	O
feeble	O	O
character	O	O
;	O	O
she	O	O
was	O	O
more	O	O
equal	O	O
to	O	O
her	O	O
situation	O	O
than	O	O
most	O	O
girls	O	O
would	O	O
have	O	O
been	O	O
,	O	O
and	O	O
had	O	O
sense	O	O
,	O	O
and	O	O
energy	O	O
,	O	O
and	O	O
spirits	O	O
that	O	O
might	O	O
be	O	O
hoped	O	O
would	O	O
bear	O	O
her	O	O
well	O	O
and	O	O
happily	O	O
through	O	O
its	O	O
little	O	O
difficulties	O	O
and	O	O
privations	O	O
.	O	O
And	O	O
then	O	O
there	O	O
was	O	O
such	O	O
comfort	O	O
in	O	O
the	O	O
very	O	O
easy	O	O
distance	O	O
of	O	O
Randalls	O	O
from	O	O
Hartfield	O	O
,	O	O
so	O	O
convenient	O	O
for	O	O
even	O	O
solitary	O	O
female	O	O
walking	O	O
,	O	O
and	O	O
in	O	O
Mr.	PERS	PERS
Weston	PERS	PERS
's	O	O
disposition	O	O
and	O	O
circumstances	O	O
,	O	O
which	O	O
would	O	O
make	O	O
the	O	O
approaching	O	O
season	O	O
no	O	O
hindrance	O	O
to	O	O
their	O	O
spending	O	O
half	O	O
the	O	O
evenings	O	O
in	O	O
the	O	O
week	O	O
together	O	O
.	O	O
Her	O	O
situation	O	O
was	O	O
altogether	O	O
the	O	O
subject	O	O
of	O	O
hours	O	O
of	O	O
gratitude	O	O
to	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
,	O	O
and	O	O
of	O	O
moments	O	O
only	O	O
of	O	O
regret	O	O
;	O	O
and	O	O
her	O	O
satisfaction	O	O
--	O	O
her	O	O
more	O	O
than	O	O
satisfaction	O	O
--	O	O
her	O	O
cheerful	O	O
enjoyment	O	O
,	O	O
was	O	O
so	O	O
just	O	O
and	O	O
so	O	O
apparent	O	O
,	O	O
that	O	O
Emma	PERS	PERS
,	O	O
well	O	O
as	O	O
she	O	O
knew	O	O
her	O	O
father	O	O
,	O	O
was	O	O
sometimes	O	O
taken	O	O
by	O	O
surprize	O	O
at	O	O
his	O	O
being	O	O
still	O	O
able	O	O
to	O	O
pity	O	O
`	O	O
poor	O	O
Miss	PERS	PERS
Taylor	PERS	PERS
,	O	O
'	O	O
when	O	O
they	O	O
left	O	O
her	O	O
at	O	O
Randalls	O	O
in	O	O
the	O	O
center	O	O
of	O	O
every	O	O
domestic	O	O
comfort	O	O
,	O	O
or	O	O
saw	O	O
her	O	O
go	O	O
away	O	O
in	O	O
the	O	O
evening	O	O
attended	O	O
by	O	O
her	O	O
pleasant	O	O
husband	O	O
to	O	O
a	O	O
carriage	O	O
of	O	O
her	O	O
own	O	O
.	O	O
But	O	O
never	O	O
did	O	O
she	O	O
go	O	O
without	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
's	O	O
giving	O	O
a	O	O
gentle	O	O
sigh	O	O
,	O	O
and	O	O
saying	O	O
,	O	O
``	O	O
Ah	O	O
,	O	O
poor	O	O
Miss	PERS	PERS
Taylor	PERS	PERS
!	O	O
She	O	O
would	O	O
be	O	O
very	O	O
glad	O	O
to	O	O
stay	O	O
.	O	O
''	O	O
There	O	O
was	O	O
no	O	O
recovering	O	O
Miss	PERS	PERS
Taylor	PERS	PERS
--	O	O
nor	O	O
much	O	O
likelihood	O	O
of	O	O
ceasing	O	O
to	O	O
pity	O	O
her	O	O
;	O	O
but	O	O
a	O	O
few	O	O
weeks	O	O
brought	O	O
some	O	O
alleviation	O	O
to	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
.	O	O
The	O	O
compliments	O	O
of	O	O
his	O	O
neighbors	O	O
were	O	O
over	O	O
;	O	O
he	O	O
was	O	O
no	O	O
longer	O	O
teased	O	O
by	O	O
being	O	O
wished	O	O
joy	O	O
of	O	O
so	O	O
sorrowful	O	O
an	O	O
event	O	O
;	O	O
and	O	O
the	O	O
wedding-cake	O	O
,	O	O
which	O	O
had	O	O
been	O	O
a	O	O
great	O	O
distress	O	O
to	O	O
him	O	O
,	O	O
was	O	O
all	O	O
eat	O	O
up	O	O
.	O	O
His	O	O
own	O	O
stomach	O	O
could	O	O
bear	O	O
nothing	O	O
rich	O	O
,	O	O
and	O	O
he	O	O
could	O	O
never	O	O
believe	O	O
other	O	O
people	O	O
to	O	O
be	O	O
different	O	O
from	O	O
himself	O	O
.	O	O
What	O	O
was	O	O
unwholesome	O	O
to	O	O
him	O	O
he	O	O
regarded	O	O
as	O	O
unfit	O	O
for	O	O
any	O	O
body	O	O
;	O	O
and	O	O
he	O	O
had	O	O
,	O	O
therefore	O	O
,	O	O
earnestly	O	O
tried	O	O
to	O	O
dissuade	O	O
them	O	O
from	O	O
having	O	O
any	O	O
wedding-cake	O	O
at	O	O
all	O	O
,	O	O
and	O	O
when	O	O
that	O	O
proved	O	O
vain	O	O
,	O	O
as	O	O
earnestly	O	O
tried	O	O
to	O	O
prevent	O	O
any	O	O
body	O	O
's	O	O
eating	O	O
it	O	O
.	O	O
He	O	O
had	O	O
been	O	O
at	O	O
the	O	O
pains	O	O
of	O	O
consulting	O	O
Mr.	PERS	PERS
Perry	PERS	PERS
,	O	O
the	O	O
apothecary	O	O
,	O	O
on	O	O
the	O	O
subject	O	O
.	O	O
Mr.	PERS	PERS
Perry	PERS	PERS
was	O	O
an	O	O
intelligent	O	O
,	O	O
gentlemanlike	O	O
man	O	O
,	O	O
whose	O	O
frequent	O	O
visits	O	O
were	O	O
one	O	O
of	O	O
the	O	O
comforts	O	O
of	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
's	O	O
life	O	O
;	O	O
and	O	O
upon	O	O
being	O	O
applied	O	O
to	O	O
,	O	O
he	O	O
could	O	O
not	O	O
but	O	O
acknowledge	O	O
-LRB-	O	O
though	O	O
it	O	O
seemed	O	O
rather	O	O
against	O	O
the	O	O
bias	O	O
of	O	O
inclination	O	O
-RRB-	O	O
that	O	O
wedding-cake	O	O
might	O	O
certainly	O	O
disagree	O	O
with	O	O
many	O	O
--	O	O
perhaps	O	O
with	O	O
most	O	O
people	O	O
,	O	O
unless	O	O
taken	O	O
moderately	O	O
.	O	O
With	O	O
such	O	O
an	O	O
opinion	O	O
,	O	O
in	O	O
confirmation	O	O
of	O	O
his	O	O
own	O	O
,	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
hoped	O	O
to	O	O
influence	O	O
every	O	O
visitor	O	O
of	O	O
the	O	O
newly	O	O
married	O	O
pair	O	O
;	O	O
but	O	O
still	O	O
the	O	O
cake	O	O
was	O	O
eaten	O	O
;	O	O
and	O	O
there	O	O
was	O	O
no	O	O
rest	O	O
for	O	O
his	O	O
benevolent	O	O
nerves	O	O
till	O	O
it	O	O
was	O	O
all	O	O
gone	O	O
.	O	O
There	O	O
was	O	O
a	O	O
strange	O	O
rumor	O	O
in	O	O
Highbury	O	O
of	O	O
all	O	O
the	O	O
little	O	O
Perrys	O	O
being	O	O
seen	O	O
with	O	O
a	O	O
slice	O	O
of	O	O
Mrs.	PERS	PERS
Weston	PERS	PERS
's	O	O
wedding-cake	O	O
in	O	O
their	O	O
hands	O	O
:	O	O
but	O	O
Mr.	PERS	PERS
Woodhouse	PERS	PERS
would	O	O
never	O	O
believe	O	O
it	O	O
.	O	O

